Unique ID,Coral species,Phylo ID gene,ITS2 Phylo,Phylotype TT Score (Rk),Colony Number,Sampling Location,Realm (Spalding 2007),Province (Spalding 2007),Ecoregion (Spalding 2007),Depth (m),Min Depth (m),Max Depth (m),Lat,Long,Conditions,Database,Phylotype GenBank  # ,Notes,Phylotype ID Methods,Citation,Phylotype Survey Date,Survey begin mo,Survey begin year,Survey end mo,Survey end year,Symbiodinium in propagules,Mode of larval development,Sexual system,,,,
9157,Platygyra pini,ITS2,D1-4-10,39.51112818,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
2665,Platygyra sinensis,ITS2,D1-4-10,39.51112818,NA,Cape Panwa,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast,0-5,0,5,7.8073,98.4092,Normal Cond,Geosymbio,same_as_EU449061,,DGGE of ITS2 & sequencing,LaJeunesse 2010 JBiogeograph Long-standing environmental conditions isolation and host–symbiont specificity,2/1/07,2,2007,2,2007,No,spawner,hermaphrodite,,,,
X96,Montipora verrucosa,ITS2,F1,39.84,NA,Hawaii,Eastern Indo-Pacific,Hawaii,Hawaii,NA,NA,NA,NA,NA,NA,Original pub,,,NA,LaJeunesse 2001 JPhycol Investigating the biodiversity,NA,NA,NA,NA,NA,Yes,spawner,hermaphrodite,,,,
17905,Acropora clathrata,ITS2,C21,40.25196184,NA,Saadiyat Reef,Western Indo-Pacific,Somali/Arabian,Arabian (Persian) Gulf,4,4,4,24.474338,54.382324,Normal Cond,Direct from Publication,,,Cloning of ITS2 & sequencing,Hume 2013 MarPollBull Corals from the Persian Gulf as models for thermotolerant,2010,NA,2010,NA,2010,No,spawner,hermaphrodite,,,,
17257,Acropora hyacinthus,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,7,7,7,-17.54749,-149.7686,Normal Conditions,Original Pub,HE579028,FR4,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
9644,Acropora latistella,ITS2,C21,40.25196184,NA,Curaçao Island,Central Indo-Pacific,Northeast Australian Shelf,"Central and Southern Great
Barrier Reef",1-6,1,6,-18.67,146.549,Normal Cond,Riddle 2011,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,No,spawner,hermaphrodite,,,,
15465,Acropora microphthalma,ITS2,C21,40.25196184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal Cond,Original pub,,Held in capticivity at aquarium for up to 18 years,DGGE of ITS2 & sequencing,Smith 2009 JPhycol symbiodinium (dinophyta) diversity and stability in aquarium,<10-2008,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
15466,Acropora millepora,ITS2,C21,40.25196184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal Cond,Original pub,,Held in capticivity at aquarium for up to 18 years,DGGE of ITS2 & sequencing,Smith 2009 JPhycol symbiodinium (dinophyta) diversity and stability in aquarium,<10-2008,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
X97,Acropora striata,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,7,7,7,-17.47722,-149.8023,Normal Conditions,Original Pub,,FR1,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
15467,Acropora tenuis,ITS2,C21,40.25196184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal Cond,Original pub,,Held in capticivity at aquarium for up to 18 years,DGGE of ITS2 & sequencing,Smith 2009 JPhycol symbiodinium (dinophyta) diversity and stability in aquarium,<10-2008,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
17394,Astrea curta,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,2,2,2,-17.485,-149.8341,Normal Conditions,Original Pub,HE579027,FG2,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
8816,Dipsastraea favus,ITS2,C21,40.25196184,NA,Heron Island,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,3,3,3,-23,152,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,LaJeunesse 2003 LimnolOceanogr Low symbiont diversity in southern Great Barrier Reef,Feb and March 2002,2,2002,3,2002,NA,NA,NA,,,,
3139,Echinophyllia aspera,ITS2,C21,40.25196184,17,"Heron Island, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,3,3,3,-23,152,Normal Cond,Aquarist,,,DGGE of ITS2 & sequencing,LaJeunesse 2003 LimnolOceanogr Low symbiont diversity in southern Great Barrier Reef,Feb-Mar 2002,2,2002,3,2002,No,spawner,hermaphrodite,,,,
14082,Echinopora lamellosa,ITS2,C21,40.25196184,NA,Ningaloo, Centra Indo-Pacific,Northwest Australian Shelf,Ningaloo,<7,0,7,-22.867035,113.746143,Normal Cond,,,,DGGE of ITS2 & sequencing,Silverstein 2011 MEPS Novel algal symbiont diversity in reef corals of Western Australia,6/1/05,6,2005,6,2005,No,spawner,hermaphrodite,,,,
5377,Favites abdita,ITS2,C21,40.25196184,NA,"Heron Reef, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,Intertidal flat,0,1,-23.4167,151.9167,Normal Cond,Aquarist,,Clsu 1 Converts to ITS2 C21,"SSCP of LUS & cloning, DGGE of ITS2 & sequencing",Stat 2008 CoralReefs Symbiont acquisition strategy drives the genetic diversity of Symbiodinium in hosts,8/1/01,8,2001,8,2001,No,spawner,hermaphrodite,,,,
3145,Favites halicora,ITS2,C21,40.25196184,23,"Heron Island, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,3,3,3,-23,152,Normal Cond,Aquarist,,,DGGE of ITS2 & sequencing,LaJeunesse 2003 LimnolOceanogr Low symbiont diversity in southern Great Barrier Reef,Feb-Mar 2002,2,2002,3,2002,no,spawner,hermaphrodite,,,,
3146,Fungia fungites,ITS2,C21,40.25196184,24,"Heron Island, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,3,3,3,-23,152,Normal Cond,Aquarist,,,DGGE of ITS2 & sequencing,LaJeunesse 2003 LimnolOceanogr Low symbiont diversity in southern Great Barrier Reef,Feb-Mar 2002,2,2002,3,2002,No,spawner,gonochore,,,,
8823,Galaxea acrhelia,ITS2,C21,40.25196184,NA,Heron Island,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,3,3,3,-23,152,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,LaJeunesse 2003 LimnolOceanogr Low symbiont diversity in southern Great Barrier Reef,Feb and March 2002,2,2002,3,2002,NA,NA,hermaphrodite,,,,
17328,Gardineroseris planulata,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,1,1,1,-17.47722,-149.8023,Normal Conditions,Original Pub,HE579027,LG2,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,no,spawner,gonochore,,,,
13290,Goniastrea favulus,ITS2,C21,40.25196184,NA,"Heron Reef, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,12-15 m,12,15,-23.4167,151.9167,Normal Cond,SymbioGBR,,Clsu 1 Converts to ITS2 C21,"SSCP of LUS & cloning, DGGE of ITS2 & sequencing",Stat 2008 CoralReefs Symbiont acquisition strategy drives the genetic diversity of Symbiodinium in hosts,8/1/01,8,2001,8,2001,No,spawner,hermaphrodite,,,,
17380,Leptastrea purpurea,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,7,7,7,-17.51305,-149.7669,Normal Conditions,Original Pub,HE579027,FG3,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,gonochore,,,,
17388,Leptastrea transversa,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,2,2,2,-17.485,-149.8341,Normal Conditions,Original Pub,HE579027,FG1,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,NA,spawner,gonochore,,,,
X98,Leptoseris mycetoseroides,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,22,22,22,-17.485,-149.8341,Normal Conditions,Original Pub,,FR3,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,NA,NA,NA,,,,
13316,Lobophyllia corymbosa,ITS2,C21,40.25196184,NA,"One Tree Reef, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,12-15 m,12,15,-23.4167,151.9167,Normal Cond,SymbioGBR,,Clsu 1 Converts to ITS2 C21,"SSCP of LUS & cloning, DGGE of ITS2 & sequencing",Stat 2008 CoralReefs Symbiont acquisition strategy drives the genetic diversity of Symbiodinium in hosts,8/1/01,8,2001,8,2001,No,spawner,hermaphrodite,,,,
8836,Merulina ampliata,ITS2,C21,40.25196184,NA,Heron Island,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,10,10,10,-23,152,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,LaJeunesse 2003 LimnolOceanogr Low symbiont diversity in southern Great Barrier Reef,Feb and March 2002,2,2002,3,2002,No,spawner,hermaphrodite,,,,
19881,Montipora capitata,ITS2,C21,40.25196184,NA,"Kaneohe Bay, Oahu, Hawaii",Eastern Indo-Pacific,Hawaii,Hawaii,0-4m,0,4,21.7,-158,Normal Cond,Original publication,FN298460,,Cloning of ITS2 & sequencing,Pochon 2010 JPhycol Comparison of endosymbiotic and free-living Symbiodinium diversity in a Hawaiian reef environment,6/15/07,1,2009,1,2009,Yes,spawner,hermaphrodite,,,,
17401,Montipora danae,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,7,7,7,-17.54295,-149.7742,Normal Conditions,Original Pub,HE579027,FG4,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,Yes,spawner,hermaphrodite,,,,
8847,Montipora foveolata,ITS2,C21,40.25196184,NA,Heron Island,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,3,3,3,-23,152,Normal Cond,Original pub,,,DGGE of ITS2 & sequencing,LaJeunesse 2003 LimnolOceanogr Low symbiont diversity in southern Great Barrier Reef,Feb and March 2002,2,2002,3,2002,Yes,spawner,hermaphrodite,,,,
14524,Montipora patula,ITS2,C21,40.25196184,NA,"Johnston Atoll, Hawaii",Eastern Indo-Pacific,Hawaii,Hawaii,3-7 m,3,7,18.078,-169.5328,Normal Cond,GenBank,EU449102,,Cloning of ITS2 & sequencing,Stat 2009 MEPS Specificity in communities of Symbiodinium in corals from Johnston Atoll,June '06,6,2006,6,2006,Yes,spawner,hermaphrodite,,,,
17081,Montipora peltiformis,ITS2,C21,40.25196184,NA,Port Shelter,Central Indo-Pacific,South China Sea,Southern China,2-4,2,4,22.2,114.1667,Normal Cond,Original pub,KT862857,,Direct sequencing of ITS2,Wong 2016 RegStudMarSci Symbiodinium clade C generality among common scleractinian corals,,6,2013,8,2013,Yes,spawner,hermaphrodite,,,,
15468,Pachyseris gemmae ,ITS2,C21,40.25196184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal Cond,Original pub,,Held in capticivity at aquarium for up to 18 years,DGGE of ITS2 & sequencing,Smith 2009 JPhycol symbiodinium (dinophyta) diversity and stability in aquarium,<10-2008,NA,NA,NA,NA,No,spawner,gonochore,,,,
9764,Pachyseris speciosa,ITS2,C21,40.25196184,NA,Rib Reef GBR,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,10-17,10,17,-18.478069,146.870659,Normal Cond,Riddle 2011,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,no,spawner,gonochore,,,,
9770,Pavona explanulata,ITS2,C21,40.25196184,NA,Feather Reef GBR,Central Indo-Pacific,Northeast Australian Shelf,Central and Southern Great Barrier Reef,10–17,10,17,-17.5083,146.3772,Normal Cond,Riddle 2011,,,DGGE of ITS2 & sequencing,LaJeunesse 2004 MEPS Closely related Symbiodinium spp differ in relative dominance,May (2003),5,2003,5,2003,No,spawner,gonochore,,,,
17450,Pavona varians,ITS2,C21,40.25196184,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,21,21,21,-17.54749,-149.7686,Normal Conditions,Original Pub,HE579027,FR4,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,gonochore,,,,
5587,Pocillopora damicornis,ITS2,C21,40.25196184,NA,"Johnston Atoll, Hawaii",Eastern Indo-Pacific,Hawaii,Hawaii,2-4 m,2,4,18.078,-169.5328,Normal Cond,Aquarist,EU449102,,Cloning of ITS2 & sequencing,Stat 2009 MEPS Specificity in communities of Symbiodinium in corals from Johnston Atoll,June '06,6,2006,6,2006,Yes,brooder,hermaphrodite,,,,
13946,Porites lobata,ITS2,C21,40.25196184,214,Pearl & Hermes,Eastern Indo-Pacific,Hawaii,Hawaii,1-8,1,8,27.55.580,-175.52.587,Normal Conditions,Original publication,,21 Intermediate TSA,Cloning of ITS2 & sequencing,Stat 2013 Ecol&Evol Distribution of the thermally tolerant symbiont lineage Symbiodinium in corals from Hawaii,8/1/07,8,2007,8,2007,Yes,spawner,gonochore,,,,
15130,Acropora cerealis,ITS2,D1,43.82239388,NA,Xiaodonghai Bay,Central Indo-Pacific,South China Sea,Gulf of Tonkin,1-10 m,1,10,18.206537,109.504475,Normal conditions,Original pub,,,DGGE of ITS2 & sequencing,Zhou 2011 JSysEvol Low genetic diversity of symbiotic dinoflagellates,Oct '08,10,2008,10,2008,No,spawner,hermaphrodite,,,,
17213,Acropora cytherea,ITS2,D1,43.82239388,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,2,2,2,-17.485,-149.8341,Normal Conditions,Original Pub,HE579036,FG1,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
17241,Acropora digitifera,ITS2,D1,43.82239388,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,9,9,9,-17.47502,-149.8371,Normal Conditions,Original Pub,HE579036,FR1,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
10032,Acropora muricata,ITS2,D1,43.82239388,NA,Zanzibar,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-6.152622,39.13601,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,4,2008,4,2008,NA,spawner,hermaphrodite,,,,
17266,Acropora pulchra,ITS2,D1,43.82239388,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,2,2,2,-17.51463,-149.7615,Normal Conditions,Original Pub,HE579036,FR3,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
8230,Acropora tenuis,ITS2,D1,43.82239388,NA,Zanzibar,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-6.152622,39.13601,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,4,2008,4,2008,No,spawner,hermaphrodite,,,,
X99,Acropora striata,ITS2,D1,43.82239388,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,9,9,9,-17.47722,-149.8023,Normal Conditions,Original Pub,,FR1,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
X100,Acropora hemprichi,ITS2,D1,43.82239388,NA,Dar es Salaam,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast,,1,7,-6.6,39.2,Normal Cond,Direct from publication,,,DGGE of ITS2 & sequencing,Chauka 2012 WIndOceaJMarSci Diversity of Symbiodinium in Tanzania,,8,2008,8,2008,No,spawner,hermaphrodite,,,,
8859,Agaricia humilis,ITS2,D1,43.82239388,1,"Puerto Morelos, Yucatan, Mexico",Tropical Atlantic,Tropical Northwestern Atlantic,Southern Gulf of Mexico,2.5,3,3,21,-87,Normal Cond,Riddle 2011,NA,,DGGE of ITS2 & sequencing,LaJeunesse 2002 MarBiol Diversity and community structure of symbiotic dinoflagellates,"Aug 1998, Sep 1999",8,1998,9,1999,yes,brooder,gonochore,,,,
17395,Astrea curta,ITS2,D1,43.82239388,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,2,2,2,-17.485,-149.8341,Normal Conditions,Original Pub,HE579036,FG2,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,No,spawner,hermaphrodite,,,,
11237,Colpophyllia natans,ITS2,D1,43.82239388,10m-Cnat-06,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,10,10,10,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,7,2008,8,2008,No,spawner,hermaphrodite,,,,
16037,Coscinaraea monile,ITS2,D1,43.82239388,NA,Tuléar,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-23.3,43.6,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,11,2009,11,2009,No,spawner,gonochore,,,,
15065,Cyphastrea microphthalma,ITS2,D1,43.82239388,NA,"Hengam Island, Iran",Western Indo-Pacific,Somali/Arabian,Arabian (Persian) Gulf,0.3,0,0,26.681553,55.895414,Normal Conditions,Direct from Publication,,Site 1,DGGE of ITS2 & sequencing,Mashini 2015 JEMBE Comparison of Symbiodinium populations in corals from subtidal,2/17/12,2,2012,2,2012,No,spawner,hermaphrodite,,,,
16069,Favites pentagona,ITS2,D1,43.82239388,NA,Vohemar,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-13.4,50,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,9,2001,9,2001,No,spawner,hermaphrodite,,,,
15698,Galaxea fascicularis,ITS2,D1,43.82239388,NA,Nosy Bé,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-13.4,48,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,3,2007,3,2007,No,spawner,gonochore,,,,
15890,Goniastrea stelligera,ITS2,D1,43.82239388,NA,Tuléar,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-23.3,43.6,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,3,2007,3,2007,NA,spawner,hermaphrodite,,,,
5355,Isopora palifera,ITS2,D1,43.82239388,NA,"Heron Reef, GBR",Central Indo-Pacific,Northeast Australian Shelf,Central and Southern GBR,12-15 m,12,15,-23.4167,151.9167,Normal Cond,SymbioGBR,EF372072,Dlsu2 converts to ITS2 D1,"SSCP of LUS & cloning, DGGE of ITS2 & sequencing",Stat 2008 CoralReefs Symbiont acquisition strategy drives the genetic diversity of Symbiodinium in hosts,8/1/01,8,2001,8,2001,No,brooder,hermaphrodite,,,,
16072,Leptastrea purpurea,ITS2,D1,43.82239388,NA,Vohemar,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-13.4,50,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,9,2001,9,2001,No,spawner,gonochore,,,,
16074,Leptastrea transversa,ITS2,D1,43.82239388,NA,Vohemar,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar,,1,30,-13.4,50,Normal conditions,Original publication,,collected at SCUBA depths,DGGE of ITS2 & sequencing,Boonstra 2011 Diss Latitudinal Patterns in the Distribution of Algal  Symbionts,,9,2001,9,2001,NA,spawner,gonochore,,,,
X101,Leptoseris mycetoseroides,ITS2,D1,43.82239388,NA,Moorea,Eastern Indo-Pacific,Central Polynesia,Society Islands,5,5,5,-17.485,-149.8341,Normal Conditions,Original Pub,,FG6,Cloning of ITS2 & sequencing,Putnam 2012 ProcRSocB Endosymbiotic flexibility associates with environ sensitivity,<6-2012,NA,NA,NA,NA,NA,NA,NA,,,,
18752,Montipora capitata,ITS2,D1,43.82239388,51,Kaneohe Bay,Eastern Indo-Pacific,Hawaii,Hawaii,1-2,1,2,21.683889,-157.783333,Normal,Original Publication,,,Cloning of ITS2 & sequencing,Stat 2011 PLoS1 Variation in Zoox ITS2 seq among coral colonies,June 2007,6,2007,6,2007,Yes,spawner,hermaphrodite,,,,
14514,Montipora patula,ITS2,D1,43.82239388,NA,"Johnston Atoll, Hawaii",Eastern Indo-Pacific,Hawaii,Hawaii,2-4 m,2,4,18.078,-169.5328,Normal Cond,GenBank,AF334660,,Cloning of ITS2 & sequencing,Stat 2009 MEPS Specificity in communities of Symbiodinium in corals from Johnston Atoll,June '06,6,2006,6,2006,Yes,spawner,hermaphrodite,,,,
12588,Mycetophyllia ferox,ITS2,D1,43.82239388,25m-Mfer-07,Curaçao,Tropical Atlantic,Tropical Northwestern Atlantic,Southern Caribbean,25,25,25,12.125246,-68.974167,Normal Conditions,Original publication,,,DGGE of ITS2 & sequencing,Bongaerts 2015 RoySocOpenSci Prevalent endosymbiont zoantion,,11,2009,11,2009,Yes,brooder,hermaphrodite,,,,
